user_id,movie_title,rating,timestamp
U071,Parasite Original,3.2,2026-01-15 10:00:00
U071,Spirited Away Original,2.7,2026-02-03 18:30:00
U071,Get Out Original,2.8,2026-02-20 21:00:00
U071,The Conjuring Original,3.3,2026-03-08 14:15:00
U071,Inception Original,3.9,2026-03-25 20:00:00
U071,Gladiator Legacy,3.2,2026-04-10 16:45:00
U071,Seven Reborn,2.6,2026-05-01 19:30:00
U072,The Hangover Original,3.8,2026-01-15 10:00:00
U072,Superbad Original,15.0,2026-02-03 18:30:00
U072,La La Land Saga,3.1,2026-02-20 21:00:00
U072,Seven Reborn,2.9,
U072,Toy Story Evolution,3.3,2026-03-25 20:00:00
U073,Gladiator Original,3.8,2026-01-15 10:00:00
U073,Spirited Away Original,1.6,2026-02-03 18:30:00
U073,The Matrix Original,3.5,2026-02-20 21:00:00
U073,Avatar Original,3.9,2026-03-08 14:15:00
U073,Get Out Original,3.1,2026-03-25 20:00:00
U073,Toy Story Original,2.1,2026-04-10 16:45:00
U074,Inception Original,3.6,2026-01-15 10:00:00
U074,Titanic Original,15.0,2026-02-03 18:30:00
U074,La La Land Original,2.6,2026-02-20 21:00:00
U074,Blade Runner 2049 Original,4.0,2026-03-08 14:15:00
U074,The Matrix Original,4.6,2026-03-25 20:00:00
U074,Interstellar Original,4.6,2026-04-10 16:45:00
U074,Toy Story Evolution,1.3,2026-05-01 19:30:00
U075,Inception Original,3.6,2026-01-15 10:00:00
U075,The Conjuring Original,4.4,2026-02-03 18:30:00
U075,Get Out Original,4.4,2026-02-20 21:00:00
U075,Titanic Original,2.6,2026-03-08 14:15:00
U076,Parasite Original,4.9,2026-01-15 10:00:00
U076,Avatar Original,4.2,2026-02-03 18:30:00
U076,Seven Original,4.2,2026-02-20 21:00:00
U077,The Dark Knight Original,1.8,2026-01-15 10:00:00
U077,La La Land Original,4.4,2026-02-03 18:30:00
U077,Titanic Original,4.4,2026-02-20 21:00:00
U078,Toy Story Original,5.0,2026-01-15 10:00:00
U078,Spirited Away Original,4.9,2026-02-03 18:30:00
U078,Titanic Original,3.8,2026-02-20 21:00:00
U078,The Conjuring Original,2.4,2026-03-08 14:15:00
U078,Inception Original,2.8,2026-03-25 20:00:00
U078,Get Out Original,1.5,2026-04-10 16:45:00
U078,The Dark Knight Original,3.3,2026-05-01 19:30:00
U079,Inception Original,3.9,2026-01-15 10:00:00
U079,Gladiator Original,4.9,2026-02-03 18:30:00
U079,Parasite Original,4.6,2026-02-20 21:00:00
U079,Interstellar Original,2.6,2026-03-08 14:15:00
U079,Titanic Original,2.8,2026-03-25 20:00:00
U080,Pulp Fiction Original,15.0,2026-01-15 10:00:00
U080,Seven Reborn,3.3,2026-02-03 18:30:00
U080,Spirited Away Original,3.3,2026-02-20 21:00:00
U080,Inception Original,2.8,2026-03-08 14:15:00
U080,Avatar Part I,3.4,2026-03-25 20:00:00
U080,La La Land Saga,3.9,
U080,The Matrix Reloaded,3.2,2026-05-01 19:30:00
U081,The Conjuring Original,3.3,
U081,Gladiator Legacy,3.1,2026-02-03 18:30:00
U081,Get Out Original,2.7,2026-02-20 21:00:00
U081,La La Land Saga,2.8,2026-03-08 14:15:00
U081,Titanic Original,3.6,2026-03-25 20:00:00
U081,Toy Story Evolution,3.0,2026-04-10 16:45:00
U082,The Hangover Original,4.0,2026-01-15 10:00:00
U082,Gladiator Legacy,3.7,2026-02-03 18:30:00
U082,Superbad Original,4.3,2026-02-20 21:00:00
U082,La La Land Saga,3.1,2026-03-08 14:15:00
U083,Inception Original,3.6,2026-01-15 10:00:00
U083,The Dark Knight Original,4.4,2026-02-03 18:30:00
U083,Avatar Original,3.5,
U084,Interstellar Original,4.8,2026-01-15 10:00:00
U084,Seven Reborn,2.7,2026-02-03 18:30:00
U084,The Hangover Original,2.8,
U084,Inception Original,3.5,2026-03-08 14:15:00
U085,The Conjuring Original,3.5,2026-01-15 10:00:00
U085,Get Out Original,3.2,2026-02-03 18:30:00
U085,The Hangover Original,3.9,
U085,Avatar Part I,4.3,2026-03-08 14:15:00
U085,Spirited Away Original,3.9,2026-03-25 20:00:00
U085,Blade Runner 2049 Original,3.5,2026-04-10 16:45:00
U085,The Matrix Reloaded,4.4,2026-05-01 19:30:00
U086,Toy Story Evolution,3.2,2026-01-15 10:00:00
U086,Parasite Original,2.9,2026-02-03 18:30:00
U086,Seven Original,4.6,2026-02-20 21:00:00
U087,La La Land Original,4.7,2026-01-15 10:00:00
U087,Superbad Original,3.6,2026-02-03 18:30:00
U087,Interstellar Original,3.4,2026-02-20 21:00:00
U087,Titanic Original,3.7,2026-03-08 14:15:00
U087,The Matrix Reloaded,4.4,2026-03-25 20:00:00
U088,Parasite Original,3.2,2026-01-15 10:00:00
U088,Gladiator Legacy,3.5,2026-02-03 18:30:00
U088,Spirited Away Original,4.3,2026-02-20 21:00:00
U088,Get Out Original,3.8,2026-03-08 14:15:00
U088,Inception Original,15.0,2026-03-25 20:00:00
U088,Seven Original,1.2,2026-04-10 16:45:00
U088,Toy Story Original,3.7,2026-05-01 19:30:00
U089,The Conjuring Original,15.0,2026-01-15 10:00:00
U089,Gladiator Original,4.9,2026-02-03 18:30:00
U089,Parasite Original,2.6,2026-02-20 21:00:00
U090,Superbad Original,3.5,2026-01-15 10:00:00
U090,Titanic Original,15.0,2026-02-03 18:30:00
U090,Avatar Part I,3.8,2026-02-20 21:00:00
U090,Inception Original,3.2,2026-03-08 14:15:00
U090,Parasite Original,2.6,2026-03-25 20:00:00
U090,Blade Runner 2049 Original,3.0,2026-04-10 16:45:00
U090,The Conjuring Original,3.0,2026-05-01 19:30:00
U091,Get Out Original,2.7,2026-01-15 10:00:00
U091,Blade Runner 2049 Original,15.0,2026-02-03 18:30:00
U091,The Conjuring Original,3.4,2026-02-20 21:00:00
U091,Avatar Part I,2.9,2026-03-08 14:15:00
U091,The Matrix Reloaded,3.4,2026-03-25 20:00:00
U091,Parasite Original,3.8,2026-04-10 16:45:00
U091,Titanic Original,2.5,2026-05-01 19:30:00
U092,Superbad Original,3.7,2026-01-15 10:00:00
U092,Pulp Fiction Original,15.0,2026-02-03 18:30:00
U092,Avatar Original,2.8,2026-02-20 21:00:00
U092,La La Land Saga,2.6,2026-03-08 14:15:00
U093,Avatar Original,3.7,2026-01-15 10:00:00
U093,The Matrix Original,4.0,2026-02-03 18:30:00
U093,Gladiator Original,4.0,2026-02-20 21:00:00
U093,The Dark Knight Original,4.3,2026-03-08 14:15:00
U093,Gladiator Legacy,15.0,2026-03-25 20:00:00
U093,Parasite Original,4.8,2026-04-10 16:45:00
U093,La La Land Saga,3.9,2026-05-01 19:30:00
U094,Interstellar Original,3.7,2026-01-15 10:00:00
U094,Blade Runner 2049 Original,3.7,2026-02-03 18:30:00
U094,The Matrix Original,4.7,2026-02-20 21:00:00
U094,Toy Story Evolution,2.8,2026-03-08 14:15:00
U094,Inception Original,15.0,2026-03-25 20:00:00
U094,Superbad Original,1.7,2026-04-10 16:45:00
U095,Get Out Original,4.4,2026-01-15 10:00:00
U095,Spirited Away Original,2.8,
U095,The Conjuring Original,3.6,2026-02-20 21:00:00
U095,The Matrix Reloaded,4.7,2026-03-08 14:15:00
U095,Titanic Original,2.6,2026-03-25 20:00:00
U096,Avatar Original,15.0,2026-01-15 10:00:00
U096,Toy Story Original,1.3,
U096,Superbad Original,2.5,2026-02-20 21:00:00
U096,The Hangover Original,1.5,2026-03-08 14:15:00
U096,Interstellar Original,2.0,2026-03-25 20:00:00
U097,Titanic Original,3.8,2026-01-15 10:00:00
U097,La La Land Original,4.2,2026-02-03 18:30:00
U097,Gladiator Original,1.1,2026-02-20 21:00:00
U097,Get Out Original,3.7,2026-03-08 14:15:00
U097,The Conjuring Original,2.5,2026-03-25 20:00:00
U098,Spirited Away Original,4.8,2026-01-15 10:00:00
U098,Toy Story Original,3.7,2026-02-03 18:30:00
U098,La La Land Saga,4.1,2026-02-20 21:00:00
U098,Pulp Fiction Original,2.7,2026-03-08 14:15:00
U098,Avatar Part I,3.0,2026-03-25 20:00:00
U099,Interstellar Original,1.4,2026-01-15 10:00:00
U099,Titanic Original,4.2,2026-02-03 18:30:00
U099,Gladiator Original,15.0,2026-02-20 21:00:00
U099,Parasite Original,3.9,2026-03-08 14:15:00
U100,Spirited Away Original,3.2,2026-01-15 10:00:00
U100,Interstellar Original,3.1,2026-02-03 18:30:00
U100,Get Out Original,2.6,2026-02-20 21:00:00
U100,La La Land Saga,3.3,2026-03-08 14:15:00
U100,Toy Story Evolution,2.7,2026-03-25 20:00:00
U101,Get Out Original,2.8,2026-01-15 10:00:00
